pdf_stem,page_number,row_id,pre_issuer_name,post_issuer_name,pre_investment_description,post_investment_description,pre_asset_type,post_asset_type,pre_current_value,post_current_value,changed
20251008163343NAL0003432819001,37,21,Northern Trust,Northern Trust,NT Extended Equity Market,Extended Equity Market Index Fund,Index Fund,Mutual Fund,"424,363,958","424,363,958",YES
20251008163343NAL0003432819001,39,1,Fidelity Institutional Asset Management,NOT FOUND,FIAM Index TD Income R,NOT FOUND,,NOT FOUND,"$ 16,943,258",NOT FOUND,YES
20251008163343NAL0003432819001,39,2,Fidelity Institutional Asset Management,NOT FOUND,FIAM Index TD 2010 R,NOT FOUND,,NOT FOUND,"7,669,477",NOT FOUND,YES
20251008163343NAL0003432819001,39,3,Fidelity Institutional Asset Management,NOT FOUND,FIAM Index TD 2015 R,NOT FOUND,,NOT FOUND,"15,410,985",NOT FOUND,YES
20251008163343NAL0003432819001,39,4,Fidelity Institutional Asset Management,NOT FOUND,FIAM Index TD 2020 R,NOT FOUND,,NOT FOUND,"80,551,347",NOT FOUND,YES
20251008163343NAL0003432819001,39,5,Fidelity Institutional Asset Management,NOT FOUND,FIAM Index TD 2025 R,NOT FOUND,,NOT FOUND,"177,560,977",NOT FOUND,YES
20251008163343NAL0003432819001,39,6,Fidelity Institutional Asset Management,NOT FOUND,FIAM Index TD 2030 R,NOT FOUND,,NOT FOUND,"355,474,674",NOT FOUND,YES
20251008163343NAL0003432819001,39,7,Fidelity Institutional Asset Management,NOT FOUND,FIAM Index TD 2035 R,NOT FOUND,,NOT FOUND,"457,748,889",NOT FOUND,YES
20251008163343NAL0003432819001,39,8,Fidelity Institutional Asset Management,NOT FOUND,FIAM Index TD 2040 R,NOT FOUND,,NOT FOUND,"528,327,474",NOT FOUND,YES
20251008163343NAL0003432819001,39,9,Fidelity Institutional Asset Management,NOT FOUND,FIAM Index TD 2045 R,NOT FOUND,,NOT FOUND,"435,269,129",NOT FOUND,YES
20251008163343NAL0003432819001,39,10,Fidelity Institutional Asset Management,NOT FOUND,FIAM Index TD 2050 R,NOT FOUND,,NOT FOUND,"323,123,337",NOT FOUND,YES
20251008163343NAL0003432819001,39,11,Fidelity Institutional Asset Management,NOT FOUND,FIAM Index TD 2055 R,NOT FOUND,,NOT FOUND,"211,735,499",NOT FOUND,YES
20251008163343NAL0003432819001,39,12,Fidelity Institutional Asset Management,NOT FOUND,FIAM Index TD 2060 R,NOT FOUND,,NOT FOUND,"105,589,392",NOT FOUND,YES
20251008163343NAL0003432819001,39,13,Fidelity Institutional Asset Management,NOT FOUND,FIAM Index TD 2065 R,NOT FOUND,,NOT FOUND,"58,637,522",NOT FOUND,YES
20251008163343NAL0003432819001,39,14,Columbia Contrarian,NOT FOUND,Col Contr Large Cap Core,NOT FOUND,,NOT FOUND,"285,130,773",NOT FOUND,YES
20251008163343NAL0003432819001,39,15,Atlanta Capital,NOT FOUND,AC High Qual Smid,NOT FOUND,,NOT FOUND,"123,632,755",NOT FOUND,YES
20251008163343NAL0003432819001,39,16,MFS Investment,NOT FOUND,MFS International Equity Fund Class 3A,NOT FOUND,,NOT FOUND,"107,840,730",NOT FOUND,YES
20251008163343NAL0003432819001,39,17,Prudential,NOT FOUND,Pru Core PL Bond Class 5,NOT FOUND,,NOT FOUND,"90,502,370",NOT FOUND,YES
20251008163343NAL0003432819001,39,18,Northern Trust,NOT FOUND,NT Collective All Country World ex-US Investable MFI,NOT FOUND,,NOT FOUND,"181,440,182",NOT FOUND,YES
20251008163343NAL0003432819001,39,19,Northern Trust,NOT FOUND,NT S&P 500 Index,NOT FOUND,,NOT FOUND,"1,307,164,572",NOT FOUND,YES
20251008163343NAL0003432819001,39,20,Northern Trust,NOT FOUND,NT Bond,NOT FOUND,Index Fund,NOT FOUND,"108,775,876",NOT FOUND,YES
20251008163343NAL0003432819001,39,21,Northern Trust,NOT FOUND,NT Extended Equity Market,NOT FOUND,Index Fund,NOT FOUND,"424,363,958",NOT FOUND,YES
20251009122116NAL0011444720001,27,1,,NOT FOUND,,NOT FOUND,,NOT FOUND,,NOT FOUND,YES
20251009122116NAL0011444720001,27,2,,NOT FOUND,,NOT FOUND,,NOT FOUND,,NOT FOUND,YES
20251009122116NAL0011444720001,43,2,TIAA Tra di ti ona l Annui ty Contra ct,TIAA,Non-Benefi t Res pons i ve,Traditional Annuity Contract - Non-Benefit Responsive,Insurance General Account,Other,"$ 1,128,472,997","$ 1,128,472,997",YES
20251009122116NAL0011444720001,43,3,TIAA Tra di ti ona l Annui ty Contra ct,TIAA,Benefi t Res pons i ve,Traditional Annuity Contract - Benefit Responsive,Insurance General Account,Other,"1,354,610,480","1,354,610,480",YES
20251009122116NAL0011444720001,43,4,Total Insurance Company General Account Contracts,NOT FOUND,,NOT FOUND,Insurance General Account,NOT FOUND,"2,483,083,477",NOT FOUND,YES
20251009122116NAL0011444720001,43,6,TIAA Rea l Es ta te,TIAA,Pool ed Sepa ra te Account,Real Estate - Pooled Separate Account,Pooled Separate Account,Real Estate,"137,654,380","137,654,380",YES
20251009122116NAL0011444720001,43,7,Total Pooled Separate Account,NOT FOUND,,NOT FOUND,Pooled Separate Account,NOT FOUND,"137,654,380",NOT FOUND,YES
20251009122116NAL0011444720001,43,9,CREF Core Bond R3,TIAA,Regi s tered Inves tment Compa ny,CREF Core Bond Fund R3,Mutual Fund,Corporate Bond,"71,561,834","71,561,834",YES
20251009122116NAL0011444720001,43,10,CREF Equi ty Index R3,TIAA,Regi s tered Inves tment Compa ny,CREF Equity Index Fund R3,Mutual Fund,Mutual Fund,"115,647,590","115,647,590",YES
20251009122116NAL0011444720001,43,11,CREF Gl oba l Equi ti es R3,TIAA,Regi s tered Inves tment Compa ny,CREF Global Equities Fund R3,Mutual Fund,Mutual Fund,"118,508,088","118,508,088",YES
20251009122116NAL0011444720001,43,12,CREF Gl oba l Equi ti es R4,TIAA,Regi s tered Inves tment Compa ny,CREF Global Equities Account R4,Mutual Fund,Other,"33,168,444","33,168,444",YES
20251009122116NAL0011444720001,43,13,CREF Growth R3,TIAA,Regi s tered Inves tment Compa ny,CREF Growth Account R3,Mutual Fund,Other,"205,501,019","205,501,019",YES
20251009122116NAL0011444720001,43,14,CREF Infl a ti on-Li nked Bond R3,TIAA,Regi s tered Inves tment Compa ny,CREF Inflation-Linked Bond Account R3,Mutual Fund,Corporate Bond,"39,376,437","39,376,437",YES
20251009122116NAL0011444720001,43,15,CREF Money Ma rket R3,TIAA,Regi s tered Inves tment Compa ny,CREF Money Market Account R3,Mutual Fund,Money Market Fund,"47,861,945","47,861,945",YES
20251009122116NAL0011444720001,43,16,CREF Soci a l Choi ce R3,TIAA,Regi s tered Inves tment Compa ny,CREF Social Choice Account R3,Mutual Fund,Other,"79,599,538","79,599,538",YES
20251009122116NAL0011444720001,43,17,CREF Soci a l Choi ce R4,TIAA,Regi s tered Inves tment Compa ny,CREF Social Choice Account R4,Mutual Fund,Other,"16,268,191","16,268,191",YES
20251009122116NAL0011444720001,43,18,CREF Stock R3,TIAA,Regi s tered Inves tment Compa ny,CREF Stock Account R3,Mutual Fund,Common Stock,"758,780,437","758,780,437",YES
20251009122116NAL0011444720001,43,19,VAN Devel oped Mkts Idx Ins Pl us,Vanguard,Regi s tered Inves tment Compa ny,Developed Markets Index Fund Institutional Plus Shares,Mutual Fund,Mutual Fund,"794,313,658","794,313,658",YES
20251009122116NAL0011444720001,43,20,VAN Emergi ng Mkts Idx Ins Pl us,Vanguard,Regi s tered Inves tment Compa ny,Emerging Markets Index Fund Institutional Plus Shares,Mutual Fund,Mutual Fund,"354,044,367","354,044,367",YES
20251009122116NAL0011444720001,43,21,Va ngua rd Federa l Money Mkt Inv,Vanguard,Regi s tered Inves tment Compa ny,Federal Money Market Fund Investor Shares,Mutual Fund,Money Market Fund,"68,161,032","68,161,032",YES
20251009122116NAL0011444720001,43,22,Va ngua rd Infl Protect Sec Ins t,Vanguard,Regi s tered Inves tment Compa ny,Inflation-Protected Securities Fund Institutional Shares,Mutual Fund,Mutual Fund,"47,115,623","47,115,623",YES
20251009122116NAL0011444720001,43,23,Va ngua rd Rea l Es ta te Idx Ins t,Vanguard,Regi s tered Inves tment Compa ny,Real Estate Index Fund Institutional Shares,Mutual Fund,Real Estate,"434,186,789","434,186,789",YES
20251009122116NAL0011444720001,43,24,Va ngua rd Tota l St Mk Ix In Pl,Vanguard,Regi s tered Inves tment Compa ny,Total Stock Market Index Fund Institutional Plus Shares,Mutual Fund,Common Stock,"2,151,560,996","2,151,560,996",YES
20251009122116NAL0011444720001,43,25,Va ngua rd Ttl Bd Mkt Idx Ins t,Vanguard,Regi s tered Inves tment Compa ny,Total Bond Market Index Fund Institutional Shares,Mutual Fund,Corporate Bond,"69,278,816","69,278,816",YES
20251009122116NAL0011444720001,43,26,Registered Investment Companies,Registered Investment Companies,Regi s tered Inves tment Compa ny,Registered Investment Company,Mutual Fund,Other,"5,404,934,804","5,404,934,804",YES
20251009122116NAL0011444720001,43,27,Self-Directed Accounts,NOT FOUND,,NOT FOUND,Mutual Fund,NOT FOUND,,NOT FOUND,YES
20251009122116NAL0011444720001,43,28,TIAA-CREF Sel f Di rected Accounts,TIAACREF,Sel f-Di rected Accounts,Self-Directed Accounts,Mutual Fund,Other,"294,626,228","294,626,228",YES
20251009122116NAL0011444720001,43,29,Total Self-Directed Accounts,NOT FOUND,,NOT FOUND,Mutual Fund,NOT FOUND,"294,626,228",NOT FOUND,YES
20251009122116NAL0011444720001,43,30,Participant Loan Fund,Participant Loan Fund,Interes t ra tes ra nge from 4.25% - 9.50%,Participant loans (interest rates range from 4.25% to 9.50%),Mutual Fund,Mutual Fund,,,YES
20251009122116NAL0011444720001,43,31,Pa rti ci pa nt Loa n Fund,Participant Loan Fund,Ma turi ty da tes through 10/15/2034,Participant loans (maturity dates through 10/15/2034),Mutual Fund,Mutual Fund,"22,863,260","22,863,260",YES
20251009122116NAL0011444720001,43,32,Total Participant Loan Fund,NOT FOUND,,NOT FOUND,Mutual Fund,NOT FOUND,"22,863,260",NOT FOUND,YES
20251009122116NAL0011444720001,43,33,Total Investments,NOT FOUND,,NOT FOUND,Mutual Fund,NOT FOUND,"$ 8,343,162,149",NOT FOUND,YES
20251009122116NAL0011444720001,43,34,Repres ents pa rty-i n-i nteres t,NOT FOUND,,NOT FOUND,Mutual Fund,NOT FOUND,,NOT FOUND,YES
20251009122116NAL0011444720001,43,35,Not a ppl i ca bl e when pa rti ci pa nt di rected,NOT FOUND,,NOT FOUND,Mutual Fund,NOT FOUND,,NOT FOUND,YES
20251010091018NAL0017491794001,82,1,Prudential - Guaranteed Interest,Prudential,Group Annuity Contract,Guaranteed Interest - Group Annuity Contract,,Other,"$ 403,778,607","$ 403,778,607",YES
20251010091018NAL0017491794001,82,2,Empower - Guaranteed Interest Income,Empower,Group Annuity Contract,Guaranteed Interest Income,,Other,"11,040,959","11,040,959",YES
20251010091018NAL0017491794001,82,3,Transamerica Financial Life Insurance Co. Fixed,Transamerica,Group Annuity Contract,Group Annuity Contract (Fixed),,Other,"6,240,287","6,240,287",YES
20251010091018NAL0017491794001,82,4,Transamerica Financial Life Insurance Co. Government Fixed,Transamerica,Group Annuity Contract,Group Annuity Contract (Government Fixed),,Government Bond,"42,553","42,553",YES
20251010091018NAL0017491794001,82,5,Total Group Annuity Contracts,NOT FOUND,,NOT FOUND,,NOT FOUND,"421,102,406",NOT FOUND,YES
20251010091018NAL0017491794001,82,6,CREF Registered Investment Companies:,NOT FOUND,,NOT FOUND,,NOT FOUND,,NOT FOUND,YES
20251010091018NAL0017491794001,82,7,CREF Stock,TIAA,,CREF Stock Account,Mutual Fund,Common Stock,"534,186,013","534,186,013",YES
20251010091018NAL0017491794001,82,8,CREF Global Equities,TIAA,,CREF Global Equities Account,Mutual Fund,Other,"229,797,354","229,797,354",YES
20251010091018NAL0017491794001,82,9,CREF Growth,TIAA,,CREF Growth Account,Mutual Fund,Other,"119,733,328","119,733,328",YES
20251010091018NAL0017491794001,82,10,CREF Social Choice,TIAA,,CREF Social Choice Account,Mutual Fund,Other,"87,425,978","87,425,978",YES
20251010091018NAL0017491794001,82,11,CREF Inflation-Linked Bond,TIAA,,CREF Inflation-Linked Bond Account,Mutual Fund,Corporate Bond,"64,567,763","64,567,763",YES
20251010091018NAL0017491794001,82,12,CREF Money Market,TIAA,,CREF Money Market Account,Mutual Fund,Money Market Fund,"59,984,306","59,984,306",YES
20251010091018NAL0017491794001,82,13,CREF Equity Index,TIAA,,CREF Equity Index Account,Mutual Fund,Other,"56,358,141","56,358,141",YES
20251010091018NAL0017491794001,82,14,CREF Core Bond,TIAA,,CREF Core Bond Account,Mutual Fund,Corporate Bond,"8,228,706","8,228,706",YES
20251010091018NAL0017491794001,82,15,Total CREF Registered Investment Companies,NOT FOUND,,NOT FOUND,,NOT FOUND,"1,160,281,589",NOT FOUND,YES
20251010091018NAL0017491794001,82,17,Vanguard Institutional  Institutional,Vanguard,Mutual Fund,Institutional Shares,Index Fund,Mutual Fund,"1,646,362,404","1,646,362,404",YES
20251010091018NAL0017491794001,82,18,Vanguard Developed Markets  Institutional Plus Shares,Vanguard,Mutual Fund,Developed Markets Index Fund Institutional Plus Shares,Index Fund,Mutual Fund,"762,012,302","762,012,302",YES
20251010091018NAL0017491794001,82,19,Vanguard Extended Market  Institutional,Vanguard,Mutual Fund,Extended Market Index Fund Institutional Shares,Index Fund,Mutual Fund,"724,595,895","724,595,895",YES
20251010091018NAL0017491794001,82,20,Vanguard Windsor Fund Admiral,Vanguard,Mutual Fund,Windsor Fund Admiral Shares,Mutual Fund,Mutual Fund,"379,551,660","379,551,660",YES
20251010091018NAL0017491794001,82,21,Vanguard Total Bond Market  Institutional,Vanguard,Mutual Fund,Total Bond Market Index Fund,Index Fund,Corporate Bond,"395,902,061","395,902,061",YES
20251010091018NAL0017491794001,82,22,Vanguard PRIMECAP Fund Admiral,Vanguard,Mutual Fund,PRIMECAP Fund Admiral Shares,Mutual Fund,Mutual Fund,"358,675,939","358,675,939",YES
20251010091018NAL0017491794001,82,23,Vanguard Russell 1000 Growth  Institutional Shares,Vanguard,Mutual Fund,Russell 1000 Growth Index Fund Institutional Shares,Index Fund,Mutual Fund,"305,768,586","305,768,586",YES
20251010091018NAL0017491794001,82,24,Vanguard Emerging Markets Stock  Institutional Plus Shares,Vanguard,Mutual Fund,Emerging Markets Stock Index Fund Institutional Plus Shares,Index Fund,Common Stock,"304,857,525","304,857,525",YES
20251010091018NAL0017491794001,82,25,American Funds American Balanced Fund Class R-6,American Funds,Mutual Fund,American Balanced Fund Class R-6,Mutual Fund,Mutual Fund,"127,589,775","127,589,775",YES
20251010091018NAL0017491794001,82,26,Vanguard Federal Money Market,Vanguard,Mutual Fund,Federal Money Market Fund,Mutual Fund,Money Market Fund,"123,825,741","123,825,741",YES
20251010091018NAL0017491794001,82,27,PGIM Jennison Small Company Fund - Class R6,PGIM Jennison,Mutual Fund,Small Company Fund Class R6,Mutual Fund,Mutual Fund,"116,830,847","116,830,847",YES
20251010091018NAL0017491794001,82,28,American Funds EuroPacific Growth Fund Class R-6,American Funds,Mutual Fund,EuroPacific Growth Fund Class R-6,Mutual Fund,Mutual Fund,"93,753,543","93,753,543",YES
20251010091018NAL0017491794001,82,29,Vanguard Explorer Fund Admiral,Vanguard,Mutual Fund,Explorer Fund Admiral Shares,Mutual Fund,Mutual Fund,"92,517,655","92,517,655",YES
20251010091018NAL0017491794001,82,30,Vanguard International Growth Fund Admiral,Vanguard,Mutual Fund,International Growth Fund Admiral Shares,Mutual Fund,Mutual Fund,"76,675,291","76,675,291",YES
20251010091018NAL0017491794001,82,31,American Funds Bond Fund of America Class R-6,American Funds,Mutual Fund,Bond Fund of America Class R-6,Mutual Fund,Corporate Bond,"61,314,674","61,314,674",YES
20251010091018NAL0017491794001,82,32,Cohen & Steers Realty Shares Fund Class L,Cohen Steers,Mutual Fund,Realty Shares Fund Class L,Mutual Fund,Mutual Fund,"58,127,124","58,127,124",YES
20251010091018NAL0017491794001,82,33,Vanguard High-Yield Corporate Fund Admiral,Vanguard,Mutual Fund,High-Yield Corporate Fund Admiral Shares,Mutual Fund,Mutual Fund,"46,918,073","46,918,073",YES
20251010091018NAL0017491794001,82,34,American Funds New World Fund Class R-6,American Funds,Mutual Fund,New World Fund Class R-6,Mutual Fund,Mutual Fund,"36,081,100","36,081,100",YES
20251010091018NAL0017491794001,82,35,Vanguard International Value Fund Investor,Vanguard,Mutual Fund,International Value Fund Investor Shares,Mutual Fund,Mutual Fund,"35,642,764","35,642,764",YES
20251010091018NAL0017491794001,82,36,T. Rowe Price Mid-Cap Growth Fund I Class,T Rowe Price,Mutual Fund,Mid-Cap Growth Fund Class I,Mutual Fund,Mutual Fund,"33,341,404","33,341,404",YES
20251010091018NAL0017491794001,82,37,John Hancock Funds Disciplined Value Mid Cap Fund Class R6,John Hancock,Mutual Fund,Disciplined Value Mid Cap Fund Class R6,Mutual Fund,Mutual Fund,"32,199,919","32,199,919",YES
20251010091018NAL0017491794001,82,38,Vanguard Inflation-Protected Securities Fund Institutional,Vanguard,Mutual Fund,Inflation-Protected Securities Fund Institutional,Mutual Fund,Mutual Fund,"29,199,806","29,199,806",YES
20251010091018NAL0017491794001,82,39,Allspring Special Small Cap Value Fund - Class R6,Allspring,Mutual Fund,Special Small Cap Value Fund Class R6,Mutual Fund,Mutual Fund,"25,018,728","25,018,728",YES
20251010091018NAL0017491794001,82,40,PIMCO Total Return Fund Institutional Class,PIMCO,Mutual Fund,Total Return Fund Institutional Class,Mutual Fund,Mutual Fund,"23,667,962","23,667,962",YES
20251010091018NAL0017491794001,82,41,Transamerica - Large Value Opportunities Variable,Transamerica,Mutual Fund,Large Value Opportunities Variable,Mutual Fund,Other,"4,016,916","4,016,916",YES
20251010091018NAL0017491794001,82,42,Transamerica - Large Growth,Transamerica,Mutual Fund,Large Growth,Mutual Fund,Other,"1,579,068","1,579,068",YES
20251010091018NAL0017491794001,82,43,Transamerica - Large Core ESG,Transamerica,Mutual Fund,Large Core ESG,Mutual Fund,Other,"1,419,770","1,419,770",YES
20251010091018NAL0017491794001,82,44,Nuveen Small Cap Blend Index,Nuveen,Mutual Fund,Small Cap Blend Index,Mutual Fund,Other,"752,352","752,352",YES
20251010091018NAL0017491794001,83,1,,Transamerica,Vanguard Target Retirement 2060,Partners Calvert Fund,Mutual Fund,Mutual Fund,"12,248","$ 460,534",YES
20251010091018NAL0017491794001,83,2,,Transamerica,Vanguard Target Retirement 2050,Balanced II Fund Class R,Mutual Fund,Mutual Fund,"11,750","439,521",YES
20251010091018NAL0017491794001,83,3,,Transamerica,Vanguard Target Retirement 2030,Stock Index Fund,Mutual Fund,Common Stock,"11,395","350,817",YES
20251010091018NAL0017491794001,83,4,,Transamerica,Mutual of New York - Large Growth,Partners Large Growth Fund,Mutual Fund,Mutual Fund,"7,823","342,187",YES
20251010091018NAL0017491794001,83,5,,Transamerica,Transamerica - Small Cap Value,Asset Allocation Long Horizon Fund,Mutual Fund,Mutual Fund,"7,290","204,472",YES
20251010091018NAL0017491794001,83,6,,Transamerica,Mutual of New York - Balanced II,Government Money Market Fund,Mutual Fund,Money Market Fund,"4,178","173,410",YES
20251010091018NAL0017491794001,83,7,,Transamerica,Transamerica - Small Cap Growth,Asset Allocation Intermediate Horizon Fund,Mutual Fund,Mutual Fund,"3,738","108,256",YES
20251010091018NAL0017491794001,83,8,,Mutual of New York,Transamerica - Short-Term Bond,Large Value Opportunities Fund,Mutual Fund,Mutual Fund,"3,443","87,802",YES
20251010091018NAL0017491794001,83,9,,Transamerica,Vanguard Target Retirement 2040,Partners Large Core,Mutual Fund,Other,"3,108","72,525",YES
20251010091018NAL0017491794001,83,10,,Transamerica,Transamerica - Balanced II Variable,Core Bond,Mutual Fund,Corporate Bond,"3,081","70,491",YES
20251010091018NAL0017491794001,83,11,,Transamerica,Transamerica - Partners High Yield Bond,International Equity,Mutual Fund,Other,"2,249","52,040",YES
20251010091018NAL0017491794001,83,12,,Transamerica,Vanguard Target Retirement 2035,Inflation Opportunities,Mutual Fund,Other,"1,593","50,924",YES
20251010091018NAL0017491794001,83,13,,Transamerica,Vanguard Total Bond Market Index Fund Institutional,Partners International Equity,Mutual Fund,Other,"1,487","48,688",YES
20251010091018NAL0017491794001,83,14,,Transamerica,Vanguard Developed Markets Index Fund Institutional,Asset Allocation Short Horizon,Mutual Fund,Other,901,"23,580",YES
20251010091018NAL0017491794001,83,1,Transamerica - Partners Calvert,Transamerica,Mutual Fund,Partners Calvert Fund,Mutual Fund,Mutual Fund,"$ 460,534","$ 460,534",YES
20251010091018NAL0017491794001,83,2,Transamerica - Balanced II R,Transamerica,Mutual Fund,Balanced II Fund Class R,Mutual Fund,Mutual Fund,"439,521","439,521",YES
20251010091018NAL0017491794001,83,3,Transamerica - Stock Index,Transamerica,Mutual Fund,Stock Index Fund,Mutual Fund,Common Stock,"350,817","350,817",YES
20251010091018NAL0017491794001,83,4,Transamerica - Partners Large Growth,Transamerica,Mutual Fund,Partners Large Growth Fund,Mutual Fund,Mutual Fund,"342,187","342,187",YES
20251010091018NAL0017491794001,83,5,Transamerica - Asset Allocation Long Horizon,Transamerica,Mutual Fund,Asset Allocation Long Horizon Fund,Mutual Fund,Mutual Fund,"204,472","204,472",YES
20251010091018NAL0017491794001,83,6,Transamerica - Government Money Market,Transamerica,Mutual Fund,Government Money Market Fund,Mutual Fund,Money Market Fund,"173,410","173,410",YES
20251010091018NAL0017491794001,83,7,Transamerica - Asset Allocation Intermediate Horizon,Transamerica,Mutual Fund,Asset Allocation Intermediate Horizon Fund,Mutual Fund,Mutual Fund,"108,256","108,256",YES
20251010091018NAL0017491794001,83,8,Mutual of New York - Large Value Opportunities,Mutual of New York,Mutual Fund,Large Value Opportunities Fund,Mutual Fund,Mutual Fund,"87,802","87,802",YES
20251010091018NAL0017491794001,83,9,Transamerica - Partners Large Core,Transamerica,Mutual Fund,Partners Large Core,Mutual Fund,Other,"72,525","72,525",YES
20251010091018NAL0017491794001,83,10,Transamerica - Core Bond,Transamerica,Mutual Fund,Core Bond,Mutual Fund,Corporate Bond,"70,491","70,491",YES
20251010091018NAL0017491794001,83,11,Transamerica - International Equity,Transamerica,Mutual Fund,International Equity,Mutual Fund,Other,"52,040","52,040",YES
20251010091018NAL0017491794001,83,12,Transamerica - Inflation Opportunities,Transamerica,Mutual Fund,Inflation Opportunities,Mutual Fund,Other,"50,924","50,924",YES
20251010091018NAL0017491794001,83,13,Transamerica - Partners International Equity,Transamerica,Mutual Fund,Partners International Equity,Mutual Fund,Other,"48,688","48,688",YES
20251010091018NAL0017491794001,83,14,Transamerica - Asset Allocation Short Horizon,Transamerica,Mutual Fund,Asset Allocation Short Horizon,Mutual Fund,Other,"23,580","23,580",YES
20251010091018NAL0017491794001,83,15,Transamerica - Intermediate Bond Variable,Transamerica,Mutual Fund,Intermediate Bond Variable,Mutual Fund,Corporate Bond,"22,294","22,294",YES
20251010091018NAL0017491794001,83,16,Transamerica - Partners Money Market,Transamerica,Mutual Fund,Partners Money Market,Mutual Fund,Money Market Fund,"14,946","14,946",YES
20251010091018NAL0017491794001,83,17,Vanguard Target Retirement 2055,Vanguard,Mutual Fund,Target Retirement Fund,Mutual Fund,Target Date Fund,"13,434","13,434",YES
20251010091018NAL0017491794001,83,18,Vanguard Target Retirement 2060,NOT FOUND,Mutual Fund,NOT FOUND,Mutual Fund,NOT FOUND,"12,248",NOT FOUND,YES
20251010091018NAL0017491794001,83,19,Vanguard Target Retirement 2050,NOT FOUND,Mutual Fund,NOT FOUND,Mutual Fund,NOT FOUND,"11,750",NOT FOUND,YES
20251010091018NAL0017491794001,83,20,Vanguard Target Retirement 2030,NOT FOUND,Mutual Fund,NOT FOUND,Mutual Fund,NOT FOUND,"11,395",NOT FOUND,YES
20251010091018NAL0017491794001,83,21,Mutual of New York - Large Growth,Mutual of New York,Mutual Fund,Large Growth,Mutual Fund,Other,"7,823","7,823",YES
20251010091018NAL0017491794001,83,22,Transamerica - Small Cap Value,Transamerica,Mutual Fund,Small Cap Value Fund,Mutual Fund,Mutual Fund,"7,290","7,290",YES
20251010091018NAL0017491794001,83,23,Mutual of New York - Balanced II,Mutual of New York,Mutual Fund,Balanced II Fund,Mutual Fund,Mutual Fund,"4,178","4,178",YES
20251010091018NAL0017491794001,83,24,Transamerica - Small Cap Growth,Transamerica,Mutual Fund,Small Cap Growth Fund,Mutual Fund,Mutual Fund,"3,738","3,738",YES
20251010091018NAL0017491794001,83,25,Transamerica - Short-Term Bond,Transamerica,Mutual Fund,Short-Term Bond Fund,Mutual Fund,Corporate Bond,"3,443","3,443",YES
20251010091018NAL0017491794001,83,26,Vanguard Target Retirement 2040,Vanguard,Mutual Fund,Target Retirement Fund,Mutual Fund,Target Date Fund,"3,108","3,108",YES
20251010091018NAL0017491794001,83,27,Transamerica - Balanced II Variable,Transamerica,Mutual Fund,Balanced II Variable Fund,Mutual Fund,Mutual Fund,"3,081","3,081",YES
20251010091018NAL0017491794001,83,28,Transamerica - Partners High Yield Bond,Transamerica,Mutual Fund,Partners High Yield Bond Fund,Mutual Fund,Corporate Bond,"2,249","2,249",YES
20251010091018NAL0017491794001,83,29,Vanguard Target Retirement 2035,Vanguard,Mutual Fund,Target Retirement Fund,Mutual Fund,Target Date Fund,"1,593","1,593",YES
20251010091018NAL0017491794001,83,30,Vanguard Total Bond Market  Institutional,Vanguard,Mutual Fund,Total Bond Market Index Fund,Index Fund,Corporate Bond,"1,487","1,487",YES
20251010091018NAL0017491794001,83,31,Vanguard Developed Markets  Institutional,Vanguard,Mutual Fund,Developed Markets Index Fund Institutional,Index Fund,Mutual Fund,901,901,YES
20251010091018NAL0017491794001,83,32,Vanguard Emerging Markets Stock  Institutional,Vanguard,Mutual Fund,Emerging Markets Stock Index Fund Institutional,Index Fund,Common Stock,739,739,YES
20251010091018NAL0017491794001,83,33,Vanguard Target Retirement 2065,Vanguard,Mutual Fund,Target Retirement Fund,Mutual Fund,Target Date Fund,504,504,YES
20251010091018NAL0017491794001,83,34,Vanguard Target Retire Income,Vanguard,Mutual Fund,Target Retirement Fund,Mutual Fund,Target Date Fund,431,431,YES
20251010091018NAL0017491794001,83,35,Mutual of New York - Money Market,Mutual of New York,Mutual Fund,Money Market Fund,Mutual Fund,Money Market Fund,129,129,YES
20251010091018NAL0017491794001,83,36,Total s,NOT FOUND,,NOT FOUND,Mutual Fund,NOT FOUND,"5,900,810,892",NOT FOUND,YES
20251010091018NAL0017491794001,83,1,Transamerica - Partners Calvert,Transamerica,Mutual Fund,Partners Calvert Fund,Mutual Fund,Mutual Fund,"$ 460,534","$ 460,534",YES
20251010091018NAL0017491794001,83,2,Transamerica - Balanced II R,Transamerica,Mutual Fund,Balanced II Fund Class R,Mutual Fund,Mutual Fund,"439,521","439,521",YES
20251010091018NAL0017491794001,83,3,Transamerica - Stock Index,Transamerica,Mutual Fund,Stock Index Fund,Mutual Fund,Common Stock,"350,817","350,817",YES
20251010091018NAL0017491794001,83,4,Transamerica - Partners Large Growth,Transamerica,Mutual Fund,Partners Large Growth Fund,Mutual Fund,Mutual Fund,"342,187","342,187",YES
20251010091018NAL0017491794001,83,5,Transamerica - Asset Allocation Long Horizon,Transamerica,Mutual Fund,Asset Allocation Long Horizon Fund,Mutual Fund,Mutual Fund,"204,472","204,472",YES
20251010091018NAL0017491794001,83,6,Transamerica - Government Money Market,Transamerica,Mutual Fund,Government Money Market Fund,Mutual Fund,Money Market Fund,"173,410","173,410",YES
20251010091018NAL0017491794001,83,7,Transamerica - Asset Allocation Intermediate Horizon,Transamerica,Mutual Fund,Asset Allocation Intermediate Horizon Fund,Mutual Fund,Mutual Fund,"108,256","108,256",YES
